コード,銘柄名,市場,業種,規模,終値,平均売買代金(百万円),テクニカル一致数,候補根拠,株価基準日,取得日時
6592,マブチモーター,プライム（内国株式）,電気機器,TOPIX Mid400,1721.5,2051.8795475,1,25日線が75日線より上,2026-09-24,2026-09-24T20:37:39.330824+09:00
6594,ニデック,プライム（内国株式）,電気機器,-,2822.0,12531.465445,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:39.333409+09:00
6597,ＨＰＣシステムズ,グロース（内国株式）,電気機器,-,4185.0,323.3557,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:39.335888+09:00
6599,エブレン,スタンダード（内国株式）,電気機器,-,4330.0,33.443225,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:39.339795+09:00
6613,ＱＤレーザ,グロース（内国株式）,電気機器,-,2175.0,5438.800105,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:39.344348+09:00
6615,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,電気機器,TOPIX Small 2,239.0,12.869165,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:39.349302+09:00
6616,トレックス・セミコンダクター,プライム（内国株式）,電気機器,TOPIX Small 2,1970.0,184.131015,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:39.352612+09:00
6617,東光高岳,プライム（内国株式）,電気機器,TOPIX Small 2,6900.0,559.0446,0,,2026-09-24,2026-09-24T20:37:39.357270+09:00
6619,ダブル・スコープ,プライム（内国株式）,電気機器,TOPIX Small 2,155.0,344.587725,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:39.360296+09:00
6620,宮越ホールディングス,プライム（内国株式）,不動産業,TOPIX Small 2,684.0,28.82498,0,,2026-09-24,2026-09-24T20:37:39.362580+09:00
6622,ダイヘン,プライム（内国株式）,電気機器,TOPIX Small 1,12840.0,2041.01325,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.569219+09:00
6625,ＪＡＬＣＯホールディングス,スタンダード（内国株式）,不動産業,-,364.0,76.605335,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.571650+09:00
6626,ＳＥＭＩＴＥＣ,スタンダード（内国株式）,電気機器,-,2408.0,31.96382,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.573805+09:00
6627,テラプローブ,スタンダード（内国株式）,電気機器,-,12030.0,1109.36615,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.575753+09:00
6629,テクノホライゾン,スタンダード（内国株式）,電気機器,-,1040.0,135.637505,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.577570+09:00
6630,ヤーマン,プライム（内国株式）,電気機器,TOPIX Small 1,767.0,95.367375,1,25日線が75日線より上,2026-09-24,2026-09-24T20:37:41.579414+09:00
6632,ＪＶＣケンウッド,プライム（内国株式）,電気機器,TOPIX Mid400,1004.5,1288.7559084024049,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.583605+09:00
6634,ＪＮグループ,スタンダード（内国株式）,電気機器,-,69.0,12.729935,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.587773+09:00
6635,大日光・エンジニアリング,スタンダード（内国株式）,電気機器,-,672.0,15.978505,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.589642+09:00
6637,寺崎電気産業,スタンダード（内国株式）,電気機器,-,4365.0,122.931975,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.591517+09:00
6638,ミマキエンジニアリング,プライム（内国株式）,電気機器,TOPIX Small 2,2152.0,231.91687,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.593467+09:00
6643,戸上電機製作所,スタンダード（内国株式）,電気機器,-,5670.0,22.5414,3,株価が25日線より上／25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.595352+09:00
6644,大崎電気工業,プライム（内国株式）,電気機器,TOPIX Small 2,1484.0,462.31346,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.598596+09:00
6645,オムロン,プライム（内国株式）,電気機器,TOPIX Mid400,6328.0,7433.899295,2,株価が25日線より上／25日線が75日線より上,2026-09-24,2026-09-24T20:37:41.601418+09:00
6648,かわでん,スタンダード（内国株式）,電気機器,-,1663.0,48.76485,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.605503+09:00
6651,日東工業,プライム（内国株式）,電気機器,TOPIX Small 1,4440.0,280.97745,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.607360+09:00
6652,ＩＤＥＣ,プライム（内国株式）,電気機器,TOPIX Small 1,3835.0,358.61545,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.609193+09:00
6653,正興電機製作所,プライム（内国株式）,電気機器,-,2142.0,159.07626,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.611007+09:00
6654,不二電機工業,スタンダード（内国株式）,電気機器,-,1079.0,10.872405,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.614418+09:00
6656,インスペック,スタンダード（内国株式）,電気機器,-,790.0,33.28855,0,,2026-09-24,2026-09-24T20:37:41.618481+09:00
6658,シライ電子工業,スタンダード（内国株式）,電気機器,-,448.0,18.2423,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.621547+09:00
6659,メディアリンクス,スタンダード（内国株式）,電気機器,-,47.0,197.84999,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.624122+09:00
6666,リバーエレテック,スタンダード（内国株式）,電気機器,-,818.0,31.55363,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.635200+09:00
6668,アドテック　プラズマ　テクノロジー,スタンダード（内国株式）,電気機器,-,4280.0,363.91028875976565,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.638345+09:00
6674,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,電気機器,TOPIX Mid400,5480.0,3812.920875,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.641430+09:00
6675,サクサ,スタンダード（内国株式）,電気機器,-,2194.0,70.085225,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.644421+09:00
6676,ＢＵＦＦＡＬＯ,スタンダード（内国株式）,電気機器,TOPIX Small 2,3475.0,198.2281,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.648880+09:00
6677,エスケーエレクトロニクス,スタンダード（内国株式）,電気機器,-,3250.0,287.9665,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.652365+09:00
6678,テクノメディカ,スタンダード（内国株式）,電気機器,TOPIX Small 2,2031.0,21.025595,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.655682+09:00
6694,ズーム,スタンダード（内国株式）,電気機器,-,817.0,10.010825,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.658797+09:00
6699,ダイヤモンドエレクトリックホールディングス,スタンダード（内国株式）,電気機器,TOPIX Small 2,493.0,37.32751,1,25日線が75日線より上,2026-09-24,2026-09-24T20:37:41.668696+09:00
6701,日本電気,プライム（内国株式）,電気機器,TOPIX Large70,4792.0,29139.024785,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.672181+09:00
6702,富士通,プライム（内国株式）,電気機器,TOPIX Large70,3993.0,26147.191185,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.675397+09:00
6703,沖電気工業,プライム（内国株式）,電気機器,TOPIX Small 1,2771.0,1769.289175,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.679018+09:00
6706,電気興業,プライム（内国株式）,電気機器,TOPIX Small 2,3365.0,96.52205,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.684172+09:00
6707,サンケン電気,プライム（内国株式）,電気機器,TOPIX Mid400,6915.0,1020.17296,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.687573+09:00
6718,アイホン,プライム（内国株式）,電気機器,TOPIX Small 2,2839.0,60.21502,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.690811+09:00
6721,ウインテスト,スタンダード（内国株式）,電気機器,-,73.0,18.9872,1,前日より出来高増加,2026-09-24,2026-09-24T20:37:41.693953+09:00
6723,ルネサスエレクトロニクス,プライム（内国株式）,電気機器,TOPIX Large70,3490.0,34746.853165,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.695981+09:00
6724,セイコーエプソン,プライム（内国株式）,電気機器,TOPIX Mid400,3209.0,4444.315215,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.700147+09:00
6727,ワコム,プライム（内国株式）,電気機器,TOPIX Small 1,851.0,419.561115,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.703479+09:00
6728,アルバック,プライム（内国株式）,電気機器,TOPIX Mid400,7431.0,3630.183685,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.706536+09:00
6730,アクセル,スタンダード（内国株式）,電気機器,TOPIX Small 2,1233.0,1026.247725,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.709622+09:00
6736,サン電子,スタンダード（内国株式）,電気機器,-,9850.0,377.24535,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.716736+09:00
6737,ＥＩＺＯ,プライム（内国株式）,電気機器,TOPIX Small 1,3090.0,531.90955,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.720106+09:00
6740,ジャパンディスプレイ,プライム（内国株式）,電気機器,TOPIX Small 2,49.0,419.885395,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.723184+09:00
6741,日本信号,プライム（内国株式）,電気機器,TOPIX Small 2,1828.0,256.550085,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:41.725635+09:00
6742,京三製作所,プライム（内国株式）,電気機器,TOPIX Small 2,1110.0,264.947045,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.727636+09:00
6743,大同信号,スタンダード（内国株式）,電気機器,-,1055.0,18.92676,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.730212+09:00
6744,能美防災,プライム（内国株式）,電気機器,TOPIX Small 1,4085.0,329.226025,0,,2026-09-24,2026-09-24T20:37:41.733783+09:00
6745,ホーチキ,プライム（内国株式）,電気機器,TOPIX Small 2,1959.0,328.84772,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:41.736958+09:00
6750,エレコム,プライム（内国株式）,電気機器,TOPIX Small 1,2021.0,345.699195,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:41.742364+09:00
6752,パナソニック　ホールディングス,プライム（内国株式）,電気機器,TOPIX Large70,4508.0,34416.142325,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:43.951036+09:00
6753,シャープ,プライム（内国株式）,電気機器,TOPIX Mid400,656.4000244140625,2431.2631700210572,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:43.955200+09:00
6754,アンリツ,プライム（内国株式）,電気機器,TOPIX Mid400,3333.0,2827.71401,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:43.962102+09:00
6758,ソニーグループ,プライム（内国株式）,電気機器,TOPIX Core30,3663.0,53554.803465,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:43.968775+09:00
6762,ＴＤＫ,プライム（内国株式）,電気機器,TOPIX Large70,2954.5,25690.9963475,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:37:43.971478+09:00
6763,帝国通信工業,プライム（内国株式）,電気機器,TOPIX Small 2,2840.0,43.84566,1,株価が25日線より上,2026-09-24,2026-09-24T20:37:43.976726+09:00
6768,タムラ製作所,プライム（内国株式）,電気機器,TOPIX Small 1,869.0,792.717945,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:43.979330+09:00
6769,ザインエレクトロニクス,スタンダード（内国株式）,電気機器,-,1269.0,163.325855,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:43.982567+09:00
6770,アルプスアルパイン,プライム（内国株式）,電気機器,TOPIX Mid400,2210.0,3585.6897175,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:37:43.985913+09:00
6775,ＴＢグループ,スタンダード（内国株式）,電気機器,-,131.0,83.956765,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:43.997926+09:00
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,電気機器,-,21520.0,2074.60345,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:37:44.004062+09:00
